track_no,title,performed_by,genre_a,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster,cluster_no
1,Pingo de dó,Hugo & Guilherme,1,sertanejo,0.522,0.738,0,-4.48,0,0.117,0.685,0,0.652,0.608,129.685,audio_features,1a17gIb57XhPj2CMbqYABw,spotify:track:1a17gIb57XhPj2CMbqYABw,https://api.spotify.com/v1/tracks/1a17gIb57XhPj2CMbqYABw,https://api.spotify.com/v1/audio-analysis/1a17gIb57XhPj2CMbqYABw,161840,4,b,1
2,Troca,Jorge & Matheus,1,sertanejo,0.758,0.697,1,-4.103,1,0.0347,0.647,0,0.0887,0.81,94.98,audio_features,6HV630GY0GT3RN2efFRmbP,spotify:track:6HV630GY0GT3RN2efFRmbP,https://api.spotify.com/v1/tracks/6HV630GY0GT3RN2efFRmbP,https://api.spotify.com/v1/audio-analysis/6HV630GY0GT3RN2efFRmbP,171264,4,u,17
3,Foto nao é fato,Diego & Victor Hugo,1,sertanejo,0.541,0.863,11,-3.931,0,0.169,0.149,0,0.298,0.745,156.877,audio_features,5QEpLMQPyCB9UCzdOKG3uW,spotify:track:5QEpLMQPyCB9UCzdOKG3uW,https://api.spotify.com/v1/tracks/5QEpLMQPyCB9UCzdOKG3uW,https://api.spotify.com/v1/audio-analysis/5QEpLMQPyCB9UCzdOKG3uW,166760,4,s,19
4,Sua cama nao explica nada,"Hugo & Vitor, Marcos & Belutti",1,sertanejo,0.534,0.895,1,-4.217,1,0.0579,0.431,0,0.393,0.612,160.12,audio_features,0UoxMEhVm61u9ZLD4iDu83,spotify:track:0UoxMEhVm61u9ZLD4iDu83,https://api.spotify.com/v1/tracks/0UoxMEhVm61u9ZLD4iDu83,https://api.spotify.com/v1/audio-analysis/0UoxMEhVm61u9ZLD4iDu83,175103,4,s,19
5,Batom de cereja,Israel & Rodolffo,1,sertanejo,0.606,0.908,6,-6.201,0,0.0565,0.556,0,0.19,0.798,171.966,audio_features,2MZQAvsA7aZDssppBLRxYp,spotify:track:2MZQAvsA7aZDssppBLRxYp,https://api.spotify.com/v1/tracks/2MZQAvsA7aZDssppBLRxYp,https://api.spotify.com/v1/audio-analysis/2MZQAvsA7aZDssppBLRxYp,140942,4,u,17
6,Acertou na mosca,"Tierry, Gusttavo Lima",1,sertanejo,0.622,0.725,6,-3.754,1,0.0397,0.319,0,0.407,0.694,129.87,audio_features,0SlCt3S4bEGUPo07yZIlQP,spotify:track:0SlCt3S4bEGUPo07yZIlQP,https://api.spotify.com/v1/tracks/0SlCt3S4bEGUPo07yZIlQP,https://api.spotify.com/v1/audio-analysis/0SlCt3S4bEGUPo07yZIlQP,145962,4,b,1
7,Um beijo pro meu ex,"Solange Almeida, Diego & Victor Hugo",1,sertanejo,0.684,0.769,7,-4.127,1,0.0995,0.489,0,0.583,0.741,117.871,audio_features,6hVFhSVy927LMQ2q2CegCl,spotify:track:6hVFhSVy927LMQ2q2CegCl,https://api.spotify.com/v1/tracks/6hVFhSVy927LMQ2q2CegCl,https://api.spotify.com/v1/audio-analysis/6hVFhSVy927LMQ2q2CegCl,150368,4,b,1
8,Sigilo,Guilherme & Benuto,1,sertanejo,0.535,0.765,7,-3.716,0,0.184,0.433,0,0.125,0.627,108.521,audio_features,6vnKRiOjUjYT59xl4awHTx,spotify:track:6vnKRiOjUjYT59xl4awHTx,https://api.spotify.com/v1/tracks/6vnKRiOjUjYT59xl4awHTx,https://api.spotify.com/v1/audio-analysis/6vnKRiOjUjYT59xl4awHTx,165367,4,s,19
9,Coracao de isca,Bruno & Marrone,1,sertanejo,0.719,0.793,0,-4.402,0,0.0421,0.352,0,0.557,0.766,120.108,audio_features,2Nlf97QqqcZ2x9Qb4h1Qt2,spotify:track:2Nlf97QqqcZ2x9Qb4h1Qt2,https://api.spotify.com/v1/tracks/2Nlf97QqqcZ2x9Qb4h1Qt2,https://api.spotify.com/v1/audio-analysis/2Nlf97QqqcZ2x9Qb4h1Qt2,147397,4,b,1
10,Localiza ai bebe,Joao Bosco e Gabriel,1,sertanejo,0.749,0.929,2,-1.975,1,0.182,0.356,0,0.901,0.923,164.988,audio_features,7sCdzif8vD8XN1jgdYFL1q,spotify:track:7sCdzif8vD8XN1jgdYFL1q,https://api.spotify.com/v1/tracks/7sCdzif8vD8XN1jgdYFL1q,https://api.spotify.com/v1/audio-analysis/7sCdzif8vD8XN1jgdYFL1q,146882,4,g,6
11,Comigo,Israel & Rodolffo,1,sertanejo,0.715,0.915,6,-4.585,0,0.0559,0.6,0,0.379,0.78,162.078,audio_features,5d1gclipGCveqFzEKozszI,spotify:track:5d1gclipGCveqFzEKozszI,https://api.spotify.com/v1/tracks/5d1gclipGCveqFzEKozszI,https://api.spotify.com/v1/audio-analysis/5d1gclipGCveqFzEKozszI,153089,4,u,17
12,Banheirinho 2 x 2,"Brunino & Davi, Analaga",1,sertanejo,0.795,0.742,11,-6.371,0,0.0365,0.157,0,0.0925,0.854,128.049,audio_features,3hqCV8CmS9sro2KYtXEaGj,spotify:track:3hqCV8CmS9sro2KYtXEaGj,https://api.spotify.com/v1/tracks/3hqCV8CmS9sro2KYtXEaGj,https://api.spotify.com/v1/audio-analysis/3hqCV8CmS9sro2KYtXEaGj,130500,4,c,2
13,Nao sai de cima da minha cama,"Felipe Ferraz, Diego & Victor Hugo",1,sertanejo,0.718,0.739,4,-4.515,0,0.0505,0.408,0,0.0803,0.838,159.957,audio_features,1DDOG6w7UUmKxfyg7JS11a,spotify:track:1DDOG6w7UUmKxfyg7JS11a,https://api.spotify.com/v1/tracks/1DDOG6w7UUmKxfyg7JS11a,https://api.spotify.com/v1/audio-analysis/1DDOG6w7UUmKxfyg7JS11a,162520,4,u,17
14,Nao nego um vamo,"Hugo & Vitor, Israel & Rodolffo",1,sertanejo,0.509,0.96,2,-3.502,1,0.0681,0.218,0,0.128,0.729,174.949,audio_features,0jUVjA4goewfigd4lb6Br8,spotify:track:0jUVjA4goewfigd4lb6Br8,https://api.spotify.com/v1/tracks/0jUVjA4goewfigd4lb6Br8,https://api.spotify.com/v1/audio-analysis/0jUVjA4goewfigd4lb6Br8,153462,4,g,6
15,Paradigmas,Jorge & Mateus,1,sertanejo,0.686,0.789,1,-4.103,1,0.126,0.322,0,0.4,0.822,157.932,audio_features,158ukl5rih76dOEsp0I91H,spotify:track:158ukl5rih76dOEsp0I91H,https://api.spotify.com/v1/tracks/158ukl5rih76dOEsp0I91H,https://api.spotify.com/v1/audio-analysis/158ukl5rih76dOEsp0I91H,157355,4,g,6
16,Localiza ai bb,"Vitor e Luan, Henrique & Juliano",1,sertanejo,0.677,0.908,1,-2.513,1,0.0556,0.379,0,0.451,0.885,161.991,audio_features,6fe5D0ivKnpXFMAnoSRjah,spotify:track:6fe5D0ivKnpXFMAnoSRjah,https://api.spotify.com/v1/tracks/6fe5D0ivKnpXFMAnoSRjah,https://api.spotify.com/v1/audio-analysis/6fe5D0ivKnpXFMAnoSRjah,145309,4,g,6
17,Que amiga é essa,Yasmin Santos,1,sertanejo,0.379,0.78,11,-4.314,0,0.141,0.0703,0,0.132,0.426,73.51,audio_features,5Kvk3PEnJlZ1uGuWTe3pat,spotify:track:5Kvk3PEnJlZ1uGuWTe3pat,https://api.spotify.com/v1/tracks/5Kvk3PEnJlZ1uGuWTe3pat,https://api.spotify.com/v1/audio-analysis/5Kvk3PEnJlZ1uGuWTe3pat,165457,4,s,19
18,Fala comigo,Gusttavo Lima,1,sertanejo,0.818,0.919,2,-3.013,1,0.0694,0.283,0,0.318,0.949,160.002,audio_features,56F3ngwk3a42aLY0o5QgBF,spotify:track:56F3ngwk3a42aLY0o5QgBF,https://api.spotify.com/v1/tracks/56F3ngwk3a42aLY0o5QgBF,https://api.spotify.com/v1/audio-analysis/56F3ngwk3a42aLY0o5QgBF,140629,4,g,6
19,So nao divulga,Fernando & Sorocaba,1,sertanejo,0.553,0.785,3,-4.099,0,0.0682,0.665,0,0.445,0.914,75.852,audio_features,3HquWF2pZmWYu3WAEP9Heb,spotify:track:3HquWF2pZmWYu3WAEP9Heb,https://api.spotify.com/v1/tracks/3HquWF2pZmWYu3WAEP9Heb,https://api.spotify.com/v1/audio-analysis/3HquWF2pZmWYu3WAEP9Heb,160477,4,u,17
20,Falei pra tu,"Diego & Arnaldo, DJ Ivis",1,sertanejo,0.543,0.738,11,-4.131,1,0.0783,0.537,0,0.294,0.617,155.999,audio_features,45YzwZ9K4HzruaHwhsQbhW,spotify:track:45YzwZ9K4HzruaHwhsQbhW,https://api.spotify.com/v1/tracks/45YzwZ9K4HzruaHwhsQbhW,https://api.spotify.com/v1/audio-analysis/45YzwZ9K4HzruaHwhsQbhW,192065,4,s,19
21,Esquece de me esquecer,"Zé Felipe, Gusttavo Lima",1,sertanejo,0.785,0.869,0,-2.169,1,0.0389,0.114,0,0.347,0.886,134.024,audio_features,1NXeltgzjQeiC4hbf2XNVr,spotify:track:1NXeltgzjQeiC4hbf2XNVr,https://api.spotify.com/v1/tracks/1NXeltgzjQeiC4hbf2XNVr,https://api.spotify.com/v1/audio-analysis/1NXeltgzjQeiC4hbf2XNVr,180905,4,g,6
22,Buzina,Diego & Victor Hugo,1,sertanejo,0.479,0.889,1,-4.162,1,0.168,0.0992,0,0.356,0.735,169.646,audio_features,0yOYdil5IO9tW7wraM9C3r,spotify:track:0yOYdil5IO9tW7wraM9C3r,https://api.spotify.com/v1/tracks/0yOYdil5IO9tW7wraM9C3r,https://api.spotify.com/v1/audio-analysis/0yOYdil5IO9tW7wraM9C3r,162966,4,s,19
23,Uma ex,"Murilo Huff, Jorge",1,sertanejo,0.627,0.651,5,-4.15,1,0.0461,0.521,0,0.952,0.666,104.816,audio_features,5AOE9T63alCQtJrtDA78Z7,spotify:track:5AOE9T63alCQtJrtDA78Z7,https://api.spotify.com/v1/tracks/5AOE9T63alCQtJrtDA78Z7,https://api.spotify.com/v1/audio-analysis/5AOE9T63alCQtJrtDA78Z7,218806,4,b,1
24,Troca de calcada,Marília Mendonca,1,sertanejo,0.659,0.689,1,-4.984,0,0.0319,0.539,0,0.147,0.701,99.967,audio_features,4AAIAVjSyiq1N7SXKkwXZe,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,https://api.spotify.com/v1/tracks/4AAIAVjSyiq1N7SXKkwXZe,https://api.spotify.com/v1/audio-analysis/4AAIAVjSyiq1N7SXKkwXZe,203158,4,u,17
25,Crazy,"Thaeme & Thiago, Gustavo Mioto",1,sertanejo,0.552,0.877,1,-3.032,0,0.053,0.164,0,0.959,0.536,176.054,audio_features,0dP2RrKicpO0LLv21rpwwD,spotify:track:0dP2RrKicpO0LLv21rpwwD,https://api.spotify.com/v1/tracks/0dP2RrKicpO0LLv21rpwwD,https://api.spotify.com/v1/audio-analysis/0dP2RrKicpO0LLv21rpwwD,212063,4,b,1
26,Só de sacanagem,"Israel & Rodolffo, MC Matheuzinho",1,sertanejo,0.826,0.769,11,-5.203,0,0.0507,0.538,0,0.345,0.709,125.979,audio_features,40zJaB3z53PGaxIkYyieBP,spotify:track:40zJaB3z53PGaxIkYyieBP,https://api.spotify.com/v1/tracks/40zJaB3z53PGaxIkYyieBP,https://api.spotify.com/v1/audio-analysis/40zJaB3z53PGaxIkYyieBP,183695,4,u,17
27,Vou fácil,"Maiara & Maraiasa, Japinha Conde",1,sertanejo,0.724,0.892,4,-2.711,0,0.188,0.331,0,0.109,0.868,160.026,audio_features,5LDoRXYha4NeBoX6gaduj9,spotify:track:5LDoRXYha4NeBoX6gaduj9,https://api.spotify.com/v1/tracks/5LDoRXYha4NeBoX6gaduj9,https://api.spotify.com/v1/audio-analysis/5LDoRXYha4NeBoX6gaduj9,137701,4,g,6
28,Volta marcada,"Juan Marcus & Vinicius, Lauana Prado",1,sertanejo,0.804,0.324,2,-12.243,1,0.0376,0.717,0,0.111,0.667,109.927,audio_features,0V0k5MpqZ55XwJRTQq2GbM,spotify:track:0V0k5MpqZ55XwJRTQq2GbM,https://api.spotify.com/v1/tracks/0V0k5MpqZ55XwJRTQq2GbM,https://api.spotify.com/v1/audio-analysis/0V0k5MpqZ55XwJRTQq2GbM,167573,4,n,13
29,Razao das minhas biritas,Luíza & Maurílio,1,sertanejo,0.657,0.687,8,-4.564,1,0.0562,0.453,0,0.135,0.692,129.642,audio_features,3k2QcH88P5lgllbw3SKB87,spotify:track:3k2QcH88P5lgllbw3SKB87,https://api.spotify.com/v1/tracks/3k2QcH88P5lgllbw3SKB87,https://api.spotify.com/v1/audio-analysis/3k2QcH88P5lgllbw3SKB87,190722,4,u,17
30,Me ame mais,"Jorge & Mateus, Marília Mendonca",1,sertanejo,0.565,0.548,7,-4.479,1,0.0485,0.293,0,0.0953,0.551,92.574,audio_features,4iavXH4dDUMA8yAabnUhSI,spotify:track:4iavXH4dDUMA8yAabnUhSI,https://api.spotify.com/v1/tracks/4iavXH4dDUMA8yAabnUhSI,https://api.spotify.com/v1/audio-analysis/4iavXH4dDUMA8yAabnUhSI,229858,4,m,12
31,Bye bye boy,Solange Almeida,1,sertanejo,0.615,0.809,11,-3.825,0,0.0539,0.264,0,0.885,0.388,121.906,audio_features,62CUulE4v4jpMWSdJcU9QW,spotify:track:62CUulE4v4jpMWSdJcU9QW,https://api.spotify.com/v1/tracks/62CUulE4v4jpMWSdJcU9QW,https://api.spotify.com/v1/audio-analysis/62CUulE4v4jpMWSdJcU9QW,194542,4,b,1
32,Poste,Diego & Arnaldo,1,sertanejo,0.65,0.789,3,-3.605,1,0.091,0.381,0,0.289,0.882,170.119,audio_features,04Cg9VYp1opqdrbehUDV94,spotify:track:04Cg9VYp1opqdrbehUDV94,https://api.spotify.com/v1/tracks/04Cg9VYp1opqdrbehUDV94,https://api.spotify.com/v1/audio-analysis/04Cg9VYp1opqdrbehUDV94,168265,4,g,6
33,Último beijo,"Bruno & Marrone, Wesley Safadao",1,sertanejo,0.582,0.899,5,-3.531,1,0.143,0.528,0,0.247,0.612,156.621,audio_features,2pBEAodCImE4LgbKAG4bfz,spotify:track:2pBEAodCImE4LgbKAG4bfz,https://api.spotify.com/v1/tracks/2pBEAodCImE4LgbKAG4bfz,https://api.spotify.com/v1/audio-analysis/2pBEAodCImE4LgbKAG4bfz,181279,4,s,19
34,Mais um,"Felipe Araújo, Matheus & Kauan",1,sertanejo,0.766,0.793,6,-4.427,1,0.0477,0.421,0,0.093,0.73,126.975,audio_features,0lp3u9nJusd5l8aKPAWELl,spotify:track:0lp3u9nJusd5l8aKPAWELl,https://api.spotify.com/v1/tracks/0lp3u9nJusd5l8aKPAWELl,https://api.spotify.com/v1/audio-analysis/0lp3u9nJusd5l8aKPAWELl,168258,4,u,17
35,Esses vícios,Zé NEto & Cristiano,1,sertanejo,0.594,0.597,0,-3.415,1,0.0389,0.746,0,0.143,0.804,109.848,audio_features,2InUVOBY515umeuwdQtsQ4,spotify:track:2InUVOBY515umeuwdQtsQ4,https://api.spotify.com/v1/tracks/2InUVOBY515umeuwdQtsQ4,https://api.spotify.com/v1/audio-analysis/2InUVOBY515umeuwdQtsQ4,155588,4,u,17
36,Volume 3,Douglas & Vinicius,1,sertanejo,0.671,0.856,0,-3.919,1,0.0421,0.459,0,0.896,0.696,146.049,audio_features,5gIVPysvKFh2gtwsicafnN,spotify:track:5gIVPysvKFh2gtwsicafnN,https://api.spotify.com/v1/tracks/5gIVPysvKFh2gtwsicafnN,https://api.spotify.com/v1/audio-analysis/5gIVPysvKFh2gtwsicafnN,171272,4,b,1
37,Foi pá pum,Simone & Simaria,1,sertanejo,0.627,0.818,1,-3.086,1,0.103,0.378,0,0.246,0.449,161.857,audio_features,6F7tttrdq7aUdxXVeo0nKp,spotify:track:6F7tttrdq7aUdxXVeo0nKp,https://api.spotify.com/v1/tracks/6F7tttrdq7aUdxXVeo0nKp,https://api.spotify.com/v1/audio-analysis/6F7tttrdq7aUdxXVeo0nKp,183413,4,s,19
38,Coracao na cama,Hugo & Guilherme,1,sertanejo,0.764,0.794,8,-4.096,1,0.0589,0.663,0,0.34,0.721,110.013,audio_features,2nZj5YymF54qhAu7RneVP6,spotify:track:2nZj5YymF54qhAu7RneVP6,https://api.spotify.com/v1/tracks/2nZj5YymF54qhAu7RneVP6,https://api.spotify.com/v1/audio-analysis/2nZj5YymF54qhAu7RneVP6,173227,4,u,17
39,Depre,Marília Mendonca,1,sertanejo,0.63,0.684,7,-6.331,1,0.0389,0.314,0,0.338,0.667,123.717,audio_features,2BRGOqLBHFJclDM6PB2dnd,spotify:track:2BRGOqLBHFJclDM6PB2dnd,https://api.spotify.com/v1/tracks/2BRGOqLBHFJclDM6PB2dnd,https://api.spotify.com/v1/audio-analysis/2BRGOqLBHFJclDM6PB2dnd,180516,4,s,19
40,É problema,Matheus & Kauan,1,sertanejo,0.626,0.776,10,-6.66,1,0.189,0.486,0,0.108,0.696,129.765,audio_features,5gTgQBtNP08fUijxpEgmzF,spotify:track:5gTgQBtNP08fUijxpEgmzF,https://api.spotify.com/v1/tracks/5gTgQBtNP08fUijxpEgmzF,https://api.spotify.com/v1/audio-analysis/5gTgQBtNP08fUijxpEgmzF,184149,4,s,19
41,Camisa preta,Guilherme & Benuto,1,sertanejo,0.63,0.869,6,-4.41,1,0.154,0.226,0,0.314,0.582,80.958,audio_features,29Ctas4IXYei0t9fGnnxgU,spotify:track:29Ctas4IXYei0t9fGnnxgU,https://api.spotify.com/v1/tracks/29Ctas4IXYei0t9fGnnxgU,https://api.spotify.com/v1/audio-analysis/29Ctas4IXYei0t9fGnnxgU,171243,4,s,19
42,Sua mae ta nessa,Lauana Prado,1,sertanejo,0.701,0.753,5,-3.263,1,0.0318,0.177,0,0.842,0.702,108,audio_features,5Taf5Hg5m31VoFXLplRAmn,spotify:track:5Taf5Hg5m31VoFXLplRAmn,https://api.spotify.com/v1/tracks/5Taf5Hg5m31VoFXLplRAmn,https://api.spotify.com/v1/audio-analysis/5Taf5Hg5m31VoFXLplRAmn,164544,4,b,1
43,Crédito,Joao Gustavo e Murilo,1,sertanejo,0.554,0.676,11,-5.593,1,0.198,0.707,0,0.339,0.715,130.315,audio_features,75XkdiDbE77G7avTZnEDLB,spotify:track:75XkdiDbE77G7avTZnEDLB,https://api.spotify.com/v1/tracks/75XkdiDbE77G7avTZnEDLB,https://api.spotify.com/v1/audio-analysis/75XkdiDbE77G7avTZnEDLB,167840,4,s,19
44,Lance individual,Jorge & Mateus,1,sertanejo,0.752,0.62,5,-5.536,1,0.0509,0.309,0,0.075,0.962,117.399,audio_features,7GLWWrk1YlkPYqJK3ynIA0,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,https://api.spotify.com/v1/tracks/7GLWWrk1YlkPYqJK3ynIA0,https://api.spotify.com/v1/audio-analysis/7GLWWrk1YlkPYqJK3ynIA0,164459,4,c,2
45,Seu beijo joga sujo,"Avine Vinny, Jorge",1,sertanejo,0.377,0.608,0,-4.446,1,0.0313,0.226,0,0.119,0.703,100.006,audio_features,2enk2whIgJyoe0O9HRQZJV,spotify:track:2enk2whIgJyoe0O9HRQZJV,https://api.spotify.com/v1/tracks/2enk2whIgJyoe0O9HRQZJV,https://api.spotify.com/v1/audio-analysis/2enk2whIgJyoe0O9HRQZJV,193424,4,m,12
46,Foi por conveniencia,Marilia Mendonca,1,sertanejo,0.506,0.616,2,-5.625,1,0.0351,0.166,0,0.174,0.511,147.904,audio_features,6niGCULksHzD0NHyX3zCuB,spotify:track:6niGCULksHzD0NHyX3zCuB,https://api.spotify.com/v1/tracks/6niGCULksHzD0NHyX3zCuB,https://api.spotify.com/v1/audio-analysis/6niGCULksHzD0NHyX3zCuB,205587,3,m,12
47,Voce nao é de bar,"Fernando & Sorocaba, Guilherme & Benuto",1,sertanejo,0.622,0.934,9,-2.01,1,0.107,0.309,0,0.391,0.922,169.999,audio_features,5KFEB8X5Xmpmsv5j8rHjML,spotify:track:5KFEB8X5Xmpmsv5j8rHjML,https://api.spotify.com/v1/tracks/5KFEB8X5Xmpmsv5j8rHjML,https://api.spotify.com/v1/audio-analysis/5KFEB8X5Xmpmsv5j8rHjML,151950,4,g,6
48,Amor da despedida,"Os Baroes da Pisadinha, Fernando & Sorocaba",1,sertanejo,0.533,0.915,3,-2.337,0,0.047,0.324,0,0.0891,0.967,167.927,audio_features,0WlmiIK5qFQ4dAB4mCA4sI,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,https://api.spotify.com/v1/tracks/0WlmiIK5qFQ4dAB4mCA4sI,https://api.spotify.com/v1/audio-analysis/0WlmiIK5qFQ4dAB4mCA4sI,169773,4,g,6
49,Ele nao tem,"Jonas Esticado, Gusttavo Lima",1,sertanejo,0.656,0.85,7,-5.132,1,0.0384,0.363,0,0.53,0.918,155.042,audio_features,1JHvLQWHUoYuapwQikeDuD,spotify:track:1JHvLQWHUoYuapwQikeDuD,https://api.spotify.com/v1/tracks/1JHvLQWHUoYuapwQikeDuD,https://api.spotify.com/v1/audio-analysis/1JHvLQWHUoYuapwQikeDuD,212192,4,g,6
50,Hackearam-me,"Tierry, Marilia Mendonca",1,sertanejo,0.479,0.683,2,-3.705,0,0.0545,0.38,0,0.576,0.557,129.558,audio_features,5NeBu4oKweDXIjhvYqtbLo,spotify:track:5NeBu4oKweDXIjhvYqtbLo,https://api.spotify.com/v1/tracks/5NeBu4oKweDXIjhvYqtbLo,https://api.spotify.com/v1/audio-analysis/5NeBu4oKweDXIjhvYqtbLo,209250,4,b,1
51,Espetinho,Gusttavo Lima,1,sertanejo,0.827,0.926,0,-1.633,1,0.0346,0.23,3.04E-06,0.158,0.949,135.97,audio_features,1UF3sCkxXH4OE7ja83GRzj,spotify:track:1UF3sCkxXH4OE7ja83GRzj,https://api.spotify.com/v1/tracks/1UF3sCkxXH4OE7ja83GRzj,https://api.spotify.com/v1/audio-analysis/1UF3sCkxXH4OE7ja83GRzj,171117,4,g,6
52,Parabens por me perder,Luiza & Maurilio,1,sertanejo,0.594,0.658,0,-5.368,1,0.0709,0.7,0,0.173,0.698,117.454,audio_features,1DRnDmZIpRvqFvW9PQnEBj,spotify:track:1DRnDmZIpRvqFvW9PQnEBj,https://api.spotify.com/v1/tracks/1DRnDmZIpRvqFvW9PQnEBj,https://api.spotify.com/v1/audio-analysis/1DRnDmZIpRvqFvW9PQnEBj,166331,4,u,17
53,Pulei na piscina,Guilherme & Benuto,1,sertanejo,0.652,0.773,3,-5.203,1,0.128,0.449,0,0.166,0.527,113.788,audio_features,1uA7fD01YlQr1Rm0oyNB4H,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,https://api.spotify.com/v1/tracks/1uA7fD01YlQr1Rm0oyNB4H,https://api.spotify.com/v1/audio-analysis/1uA7fD01YlQr1Rm0oyNB4H,181846,4,s,19
54,Alo Ambe,Zé Neto & Cristiano,1,sertanejo,0.695,0.872,9,-3.65,1,0.0868,0.334,0,0.954,0.646,121.843,audio_features,5m5aY6S9ttfIG157xli2Rs,spotify:track:5m5aY6S9ttfIG157xli2Rs,https://api.spotify.com/v1/tracks/5m5aY6S9ttfIG157xli2Rs,https://api.spotify.com/v1/audio-analysis/5m5aY6S9ttfIG157xli2Rs,169593,4,b,1
55,Cuidado que eu te supero,Yasmin Santos,1,sertanejo,0.67,0.819,8,-4.816,1,0.0825,0.0937,0,0.101,0.763,168.044,audio_features,5J4tK2FbXQEeC0AsfFgwpz,spotify:track:5J4tK2FbXQEeC0AsfFgwpz,https://api.spotify.com/v1/tracks/5J4tK2FbXQEeC0AsfFgwpz,https://api.spotify.com/v1/audio-analysis/5J4tK2FbXQEeC0AsfFgwpz,174628,4,g,6
56,Sem amor,Henrique & Juliano,1,sertanejo,0.537,0.829,2,-5.709,1,0.0747,0.293,0,0.566,0.506,89.238,audio_features,3kGx7JDcz0FvWszSyuuQN6,spotify:track:3kGx7JDcz0FvWszSyuuQN6,https://api.spotify.com/v1/tracks/3kGx7JDcz0FvWszSyuuQN6,https://api.spotify.com/v1/audio-analysis/3kGx7JDcz0FvWszSyuuQN6,194269,4,b,1
57,Alo ex-amor,Joao Bosco e Gabriel,1,sertanejo,0.701,0.867,10,-2.982,0,0.104,0.572,5.15E-06,0.788,0.937,169.898,audio_features,2QCwoYDn4DRfjs4NhW2KpO,spotify:track:2QCwoYDn4DRfjs4NhW2KpO,https://api.spotify.com/v1/tracks/2QCwoYDn4DRfjs4NhW2KpO,https://api.spotify.com/v1/audio-analysis/2QCwoYDn4DRfjs4NhW2KpO,197952,4,g,6
58,Briga feia,Henrique & Juliano,1,sertanejo,0.59,0.846,11,-5.501,1,0.0616,0.108,0,0.93,0.565,167.991,audio_features,4j2bK4fnc2s6GyVmhJsJhk,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,https://api.spotify.com/v1/tracks/4j2bK4fnc2s6GyVmhJsJhk,https://api.spotify.com/v1/audio-analysis/4j2bK4fnc2s6GyVmhJsJhk,194580,4,b,1
59,Rotina programada,Marcos & Belutti,1,sertanejo,0.629,0.949,5,-2.754,1,0.0464,0.203,0,0.45,0.96,170.035,audio_features,2ta9Gl7kTeOGO60H0XRNYd,spotify:track:2ta9Gl7kTeOGO60H0XRNYd,https://api.spotify.com/v1/tracks/2ta9Gl7kTeOGO60H0XRNYd,https://api.spotify.com/v1/audio-analysis/2ta9Gl7kTeOGO60H0XRNYd,149499,4,g,6
60,Facas,Diego & Victor Hugo,1,sertanejo,0.443,0.509,2,-5.995,1,0.0536,0.615,0,0.472,0.69,160.984,audio_features,1ere9b9vDw2N3m9d4uiXxa,spotify:track:1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/tracks/1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/audio-analysis/1ere9b9vDw2N3m9d4uiXxa,196380,4,m,12
61,Ex dos ex,George Henrique & Rodrigo,1,sertanejo,0.731,0.74,11,-4.635,1,0.0751,0.604,0,0.111,0.633,122.815,audio_features,0pChHEJ9QmGRzFfPNeRJr5,spotify:track:0pChHEJ9QmGRzFfPNeRJr5,https://api.spotify.com/v1/tracks/0pChHEJ9QmGRzFfPNeRJr5,https://api.spotify.com/v1/audio-analysis/0pChHEJ9QmGRzFfPNeRJr5,155601,4,u,17
62,Surra de cama,"Xand Aviao, Lauana Prado",1,sertanejo,0.837,0.783,1,-2.886,1,0.0506,0.271,0,0.789,0.658,119.995,audio_features,7eFezDGsbmX3bawb3rmtAr,spotify:track:7eFezDGsbmX3bawb3rmtAr,https://api.spotify.com/v1/tracks/7eFezDGsbmX3bawb3rmtAr,https://api.spotify.com/v1/audio-analysis/7eFezDGsbmX3bawb3rmtAr,178217,4,b,1
63,Frieza,"Murilo Huff, Marilia Mendonca",1,sertanejo,0.564,0.792,2,-3.297,1,0.0688,0.342,0,0.697,0.586,113.742,audio_features,5rM3D9t7d7DlcsDe9RIB3b,spotify:track:5rM3D9t7d7DlcsDe9RIB3b,https://api.spotify.com/v1/tracks/5rM3D9t7d7DlcsDe9RIB3b,https://api.spotify.com/v1/audio-analysis/5rM3D9t7d7DlcsDe9RIB3b,185761,1,b,1
64,Bloqueia eu,Joao Bosco & Vinicius,1,sertanejo,0.713,0.786,11,-5.6,1,0.0505,0.477,0,0.383,0.518,120.895,audio_features,6FBQMMhwRI7FRMbPaYO2G0,spotify:track:6FBQMMhwRI7FRMbPaYO2G0,https://api.spotify.com/v1/tracks/6FBQMMhwRI7FRMbPaYO2G0,https://api.spotify.com/v1/audio-analysis/6FBQMMhwRI7FRMbPaYO2G0,148795,4,s,19
