track_no,title,performed_by,genre_a,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster,cluster_no
222,Lemonade,Internet Money,4,pop,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,audio_features,2DQNYMRjisN3KAPj1bEwOI,spotify:track:2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/tracks/2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/audio-analysis/2DQNYMRjisN3KAPj1bEwOI,195429,4,i,8
223,Kiss me more,Doja Cata,4,pop,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4,l,11
224,Hawai,Maluma,4,pop,0.787,0.728,6,-3.455,0,0.389,0.189,2.29E-05,0.0629,0.545,180.066,audio_features,4uoR6qeWeuL4Qeu2qJzkuG,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG,https://api.spotify.com/v1/tracks/4uoR6qeWeuL4Qeu2qJzkuG,https://api.spotify.com/v1/audio-analysis/4uoR6qeWeuL4Qeu2qJzkuG,200198,4,k,10
225,Inesquecivel,"Giulia Be, Luan Santana",4,pop,0.671,0.773,8,-5.479,0,0.0916,0.0716,0,0.122,0.616,99.942,audio_features,3bUDPTCStUeLcUgXgvepQh,spotify:track:3bUDPTCStUeLcUgXgvepQh,https://api.spotify.com/v1/tracks/3bUDPTCStUeLcUgXgvepQh,https://api.spotify.com/v1/audio-analysis/3bUDPTCStUeLcUgXgvepQh,186520,4,i,8
226,Drivers License,Olivia Rodrigo,4,pop,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31E-05,0.105,0.132,143.874,audio_features,7lPN2DXiMsVn7XUKtOW1CS,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4,p,15
227,Heartbreak anniversary,Giveon,4,pop,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3,r,18
228,Saturno,"BIN, Mainstree, Ajaxx",4,pop,0.694,0.551,5,-5.929,1,0.0485,0.704,0,0.1,0.908,95.003,audio_features,68cPbG7hJnwDW9nPX1uQcX,spotify:track:68cPbG7hJnwDW9nPX1uQcX,https://api.spotify.com/v1/tracks/68cPbG7hJnwDW9nPX1uQcX,https://api.spotify.com/v1/audio-analysis/68cPbG7hJnwDW9nPX1uQcX,186947,4,a,0
229,Coringa,Jao,4,pop,0.73,0.566,5,-5.399,0,0.0503,0.0315,0,0.191,0.497,96.952,audio_features,0gmDtSc2Ay17diWj6nJjlG,spotify:track:0gmDtSc2Ay17diWj6nJjlG,https://api.spotify.com/v1/tracks/0gmDtSc2Ay17diWj6nJjlG,https://api.spotify.com/v1/audio-analysis/0gmDtSc2Ay17diWj6nJjlG,187080,4,i,8
230,Astronaut in the ocean,Masked Wolf,4,pop,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4,i,8
231,Up,Cardi B,4,pop,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166,audio_features,1XXimziG1uhM0eDNCZCrUl,spotify:track:1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/tracks/1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/audio-analysis/1XXimziG1uhM0eDNCZCrUl,156945,4,k,10
232,Mood,"24kGoldn, iann dior",4,pop,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4,l,11
233,Telepatía,Kali Uchis,4,pop,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4,r,18
234,Deja vu,Olivia Rodrigo,4,pop,0.439,0.61,9,-7.236,1,0.116,0.593,1.07E-05,0.341,0.172,181.088,audio_features,61KpQadow081I2AsbeLcsb,spotify:track:61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,p,15
235,Breaking me,"Topic, A7S",4,pop,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,audio_features,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,166794,4,k,10
